type,char,group,def,pinyin
寬式,砑,"官,贛,吳,湘",①將硬物碾平，平整的硬東西壓碾某物使平滑；②啃；③摩擦；碾壓；④肌肉磨疼；⑤細；切碎；⑥把食物強填入嘴；⑦裹,南通=ŋo˧˥;柳州=ŋa˨˦;南昌=ŋa˩;寧波=ŋo˨˩˧;上海=ŋᴀ˨˧;溫州=ŋo˩;長沙=ŋa˩;瀏陽=ŋa˩;無錫=ŋɑ˨˩˧，ŋɑ˧˩
寬式,砅,官,～石：渡水之石,銀川=lie˩˧
寬式,斫,"贛,徽",砍，割（植物）：～樹｜～柴,萍乡=tʂɔ˩˧;績溪=ʦoʔ˧˨
寬式,耷,粵,下垂，低垂,廣州=tɐp˥
寬式,奓,"官,晉,粵,吳",①闊，大；②（動）使敞開；張開；撐開；裂開；③伸出，豎起，舉起；④毛髮豎起來,四川=tsa˧;成都=ʦ̕a˥˧;萬榮=ʦa˧;銀川=tʂa˦;南通=ʦo˨˩;柳州=ʦ ̕a;蘭州=tʂa˩˧;太原=ʦa˦˥;廣州=ʦ̕a˧;丹陽=ʦɑ˧;無錫=ʦo˦˨˦，ʦu˦˩˨
寬式,奒,閩,大,廈門=hai˥
寬式,迾,吳,遮攔；阻擋,寧波=lɐʔ˩˨
寬式,殂,閩,死,福州=ʦu˥˧
寬式,殅,吳,①回煞，斷七时亡魂要歸故居；②詈語,蘇州=sã˥;無錫=sã˦˨˦，sã˦˩˨
寬式,㼞,"粵,贛",金屬、搪瓷的、有提梁的容器，缸,廣州=p ̕aŋ˥;新干=p ̕aŋ˧
寬式,,吳,①烏雲籠罩；②船傾覆,溫州=gaŋ˩
寬式,𤿎,"官,粵",①（竹木等）裂開或有裂紋；②器物磨損或破损,銀川=p ̕i˦;烏魯木齊=p ̕i˦;武漢=p ̕i˥;萬榮=p ̕ei˥˩;廣州=p ̕ei˥˧
寬式,姕,"閩,客",女陰,福州=ʦi˥;雷州=ʦi˨˦;梅縣=ʦɿ˦;博白=ʦɿ˦
寬式,敁,吳,用手托物，估計重量：～斤量,上海=ti˥˧;無錫=tiɪ˦，tie˥˧
寬式,尜,"官,閩",①兒童玩具，兩頭尖，中間大，用木料削製而成；②說道，含貶義,濟南=ka˦˨;烏魯木齊=ka˥˩;西寧=ka˥˧;雷州=kap˥
寬式,,粵,①猛一跳動：眼皮～一～；②豎立：～起幢眼眉；③撩：～起褲腳,廣州=ʦ ̕ek˥
寬式,眇,官,斜著眼睛看,南通=miɤ˥
寬式,咾,"官,晉",助詞。用在動詞或形容詞之後，表示動作或變化已完成,洛陽=lɔ˥˧;太原=lau˥˧;忻州=•lɔ
寬式,咠,粵,1 咿咿～～：私語貌,廣州=iɐp˥
寬式,咠,閩,2 銹,廈門=ʦ̕ip˩
寬式,哊,閩,①嘔吐；反胃；②厭惡,福州=œʔ˨˦;建甌=œ˨˦
寬式,咵,晉,音不正,長治=k ̕uɑ
寬式,昫,閩,取熱或取冷,廈門=u˨˩
寬式,咧,晉,相當於北京話的“了”：下咾雨～,太原=lie˥˧
寬式,昢,吳,黎明,溫州=bai˩
寬式,咥,"官,晉",猛吃；大吃,萬榮=tiᴇ˨˦;銀川=tie˩˧，tie˥˧;蘭州=tie˥˩;交城=tiaʔ˩
寬式,畈,"徽,吳",①大片較平坦的田地；②地名或村鎮名,績溪=fɔ˧˥;黟縣=fon˧˥;歙縣=fa˨˩˧;杭州=fɛ˥;金華=fɑ˥;寧波=pɛ˧˥
寬式,㽘,"官,吳",①農地上兩畦之間凹地；②田上地，寬而高的田岸；③大田四邊的零碎田或靠溝邊的田,南通=xõ˨˩˧;寧波=gɔ̃˧˥;上海=ɦã˨˧;無錫=kã˦
寬式,虴,官,～蛨子：螞蚱,南通=tɛʔ˦
寬式,剈,"粵,吳",①轉圈挖，剜；②用手把東西折斷,廣州=hyn˥˧;無錫=iø˦，iɤ˥˧
寬式,㢥,"客,粵",①木柱子；②量詞。疊，摞；③豎起；④副詞。豎著；⑤形容詞後缀，表示直立；⑥漢字的筆畫“豎”,北流=tuŋ˥˨;興业=tuŋ˦˨;廣州=toŋ˨;東莞=toŋ˧˨
寬式,咮,"湘,平",嘴，口的通稱及鳥獸的喙,婁底=ʦy˧˥;江永=ʨyu˨˩;富川=tia˨
寬式,,吳,①反復問句的否定詞，表示“…不…”“…了沒有”；②語氣助詞,寧波=va˨˦;上海=vᴀ˦
寬式,哆,"湘,粵",1 ①話多，饒舌；②自言自語，不單用。,長沙=tʂ ̕a˩;廣州=tœ˥˧
寬式,哆,粵,2 裂開口子,廣州=tɛ˧˥
寬式,㡁,粵,老式上衣,廣州=k ̕ua˧˥
寬式,幽,吳,①聲音低微；②火力微弱：火～（火剛熄）,寧波=iʏ˥˧
寬式,牯,"閩,贛,客,湘",①指稱雄性動物或人；②賊～子：以行竊為生的人,廈門=kçÖ;漳平=kouŸ;黎川=ku˦;都昌=ku˧˥˨;梅縣=ku˧˩;新丰=ku˧˩;婁底=ku˦˨;新化=ku˨˩
寬式,臿,官,～米：舂米,南通=ʦ ̕ɑʔ˦
寬式,𥝦,官,不單用。一種雜草：～子,深州=ȵiou˨˩˧
寬式,笈,粵,輕便手提箱,廣州=kip˥
寬式,舁,晉,～水：兩人抬水,太原=y˦˥;吳堡=y˧;娄煩=y˧
寬式,,吳,①方形木板；②棺材兩頭上方形的木板,上海=u˨˧;寧波=ɦɐɷ˥˧;無錫=ɦu˨˦，ɦəu˩˧，ɦu˨˦
寬式,垡,"官,客",①翻耕過的土地；②泥～（腦）：田裏耕翻起來的硬土塊,洛陽=fa˧˩;南通=fɑʔ˥;于都=·p ̕uɐ
寬式,牮,"官,贛,吳,平",①用柱子等支撐傾斜的建築物使之平正；②斜著支撐，抵住（固定的物體）,成都=ʨiɛn˨˩˧;南通=ʨĩ˦˨;萍乡=ʦiẽ˩;寧波=ʨi˦;上海=ʨi;溫州=ʨi˦˨;临桂=ʦin˥˧
寬式,俚,"吳,贛",①他們；②用在“我、你、他”後面，相當於“們、家的、家裏”,蘇州=li˥;瀏陽=li˨˦꜎
寬式,促,官,刁鑽，刻薄,南京=ts ̕uʔ˥
寬式,係,"客,粵",相當於北京話中的係詞“是”,于都=he˦˨;連城=hai˩;廣州=hɐi˨;東莞=hɔi˧˨
寬式,爮,吳,用硬物刮物,上海=bɔ˨˧
寬式,衍,吳,溢流,上海=ɦi˨˧;無錫=ɦiɪ˨˩˧，ɦiɪ˧˩，ɦie˨˩˧
寬式,䑥,客,船頭震動的樣子,梅縣=ŋap˩
寬式,剉,閩,砍,福州=ʦ ̕ɔy˨˩˨
寬式,,官,用刀割,烏魯木齊=luɤ˥˩
寬式,㚇,"官,吳",①（蒼蠅）接觸；②聚集；③緊跟不放；④雙腿曲膝向前跳,銀川=ʦuəŋ˦;上海=ʦoŋ˥;無錫=ʦoŋ˦˨˦
寬式,䏠,粵,口～雜：好吃零食，什麼都吃,廣州=lap˨
寬式,胘,粵,韌帶,廣州=in˨˩
寬式,朏,"吳,客,粵",1 ①膝蓋；②孔，穴；③重重地坐下（貶義）；④（把物件）重重地放下；⑤用話刺人，說話語氣重,溫州=k ̕ø;梅縣=fe˩;廣州=tɐt˥
寬式,朏,粵,2 肥胖,廣州=tyt˥
寬式,,客,大口吞食,梅縣=tap˥
寬式,急,吳,繃得緊，紮得緊：繩子拉得～得來｜豬腳紮得～點,無錫=ʨiəʔ˥
寬式,𢼌,粵,①用身體碰撞、撞擊；②蹭（癢癢）,廣州=pau˨
寬式,疨,"官,湘",①嗓子乾澀發不出聲；沙啞；②～痄：病痛,貴陽=xa˥;長沙=ŋa˧;婁底=ŋɤ˦;新化=a˧
寬式,疧,閩,毒疖子,福州=k̕i˥˧
寬式,疢,官,耳～：流行性腮腺炎,武漢=ʦ̕ən˧˥
寬式,垐,官,不單用。壓得很緊；結實；牢固；緻密：～實,銀川=ʦ ̕ɿ˥˧;烏魯木齊=ʦ ̕ɿ˥˩;北京=ʦ ̕ɿÿ
寬式,,官,①不熱鬧；冷清；②沒力氣；沒能力,銀川=p ̕ia˥˧
寬式,衁,吳,血：血～,無錫=ɦuã˨˦
寬式,迸,吳,裂開：～一條坼,無錫=pã˦˨˦，pã˦˩˨
寬式,䉺,粵,米久存變質的氣味,東莞=hɔŋ˨˩˧
寬式,籷,吳,把粉調入粥、菜或水使成糊狀,上海=ʦᴀʔ˥
寬式,婁,官,某些水份多的瓜類因熟得過分，瓜瓤化成水而變空,北京=louÿ
寬式,炠,"粵,客",①～～㷫：熱得燙手，熱烘烘；②形容火勢旺，火苗直往上竄,廣州=hɐp˨;梅縣=hep˥
寬式,烀,"官,晉",①鍋內盛少量的水，蓋緊鍋蓋加熱，把食物蒸熟；②把已熟的食物放在鍋裏加水蒸熱；③因濕使衣服貼紧身體,南通=xʊ˨˩;應縣=xuəʔ
寬式,㶭,吳,①萎縮；乾枯；②～搭搭：不很乾,溫州=ȵiau˧;無錫=y˥˨，iɤɯ˦
寬式,洡,吳,幹凈物品稍有沾染,寧波=lɐɪ˨˩˧
寬式,洘,閩,水乾；（食物）稠,雷州=k ̕ɔ˨˩
寬式,洿,吳,深陷；陷沒,寧波=u˥˧
寬式,泚,官,液體急向外噴：水管子的水直往外～,牟平=ʦ ̕ɿ˥˩
寬式,洇,官,液體落在紙上向四外散開或滲透,銀川=iŋ˦;南通=iŋ˦˨
寬式,涎,贛,調皮：～皮鬼,瀏陽=ɕiĩ˥
寬式,洮,"晉,吳",洗：～米,神木=t ̕ɔ˦
寬式,恓,晉,可憐,太原=ɕi˩
寬式,㤢,粵,動：～嚟～去｜唔准～！,廣州=iok˥;東莞=zok˦
寬式,恛,湘,～子：腦筋不靈敏，反應遲鈍的人,婁底=ɣue˩˧
寬式,恘,吳,脾氣壞,上海=tɕiɤ˥˧;蘇州=ʨ ̕iʏ˥;無錫=ʨ ̕y˦，ʨ ̕iʏ˦，ʨ ̕iɤɯ˥˧
寬式,恀,"平,粵",①仗恃；②仗勢欺人的,南寧=ʦ ̕i˨˦;廣州=ʦ ̕i˨˦
寬式,㝓,粵,（用器皿）覆蓋，扣住,廣州=k ̕ɐp˥
寬式,㧁,閩,关閉,漳州=k ̕ap˨˩
寬式,扂,"閩,官",①安靜；不動；②嫻靜；③～撐：關門用的橫木,廈門=tiam˩;雷州=tiam˥;南通=tĩ˥
寬式,衭,吳,小襟，衣服的前襟,蘇州=fu˥;無錫=fu˦，fu˥˧
寬式,,官,旁開口的夾坎肩（過去農村人穿）：～子,哈爾濱=dun˦;南京=tun˦
寬式,衿,官,打結，綰住,萬榮=ʨiei˥˩
寬式,㞓,"官,客,粵,平",①女陰；②某些雌性動物的生殖器；③詈语,柳州=həi˥，hɐi˦;北流=hai˦;容縣=hai˧;廣州=hɐi˥;東莞=hɔi˨˩˧;南寧=həi˥˧
寬式,,吳,伸展,溫州=ʨ ̕i˦˨
寬式,姱,吳,行為放蕩的女人：婡～貨｜婡～屄,無錫=ɦu˧˩，ɦəu˧˩
寬式,娗,閩,打扮,廈門=t ̕ã˩
寬式,姣,"官,閩,平,粵",（女人）輕浮，淫蕩，風騷,柳州=xiáo;雷州=hiau˩;南寧=hau˨˩;廣州=hau˨˩
寬式,羾,湘,鑽，穿越某種障礙,長沙=koŋ˥
寬式,耘,徽,鋤草或間苗,績溪=yã˦
寬式,耖,"官,贛,吳,徽",①翻來翻去；②用耬或小犁淺耕；③用犁耕第二遍或第三遍，翻田整地,銀川=tʂ ̕ɔ˩˧;蘭州=tʂ ̕ɔ˥˧;萍乡=ʦ ̕au˩˧;寧波=ʦ ̕ɔ˦;上海=ʦ ̕ɔ˧;蘇州=ʦ ̕æ˥˩˨;績溪=ʦ ̕õ˨;無錫=ʦ ̕ɐ˦˨˦，ʦ ̕ɔ˦˨˦
寬式,挈,"官,吳",①拎起，提起；②抬起；挪動；③變動；④說起，提到；⑤垂直向上舀油、酒、醬油等液體的器具；⑥量詞。用於提著成串的物品；⑦趨向動詞。起來；⑧扛在肩上；⑨叼在嘴裏,蘭州=ʨ ̕ie˥˩;寧波=ʨ ̕iɪʔ˥，ʨ ̕ieʔ˥;溫州=ʨ ̕i
寬式,𢬿,粵,把：～我來鬧一餐,廣州=k ̕ai˧
寬式,㧷,官,比；相配,柳州=t ̕ɐn˨˦
寬式,挬,贛,拔：～蘿蔔,萍乡=pɛ˩
寬式,,官,塵，乾粉狀物,濟南=pu˦˨;萬榮=p ̕u˨˦
寬式,捒,吳,選擇，刪去,上海=sᴀʔ˥
寬式,埉,吳,灌溉渠道,溫州=ka
寬式,捗,粵,用棍打,廣州=pou˨
寬式,赶,官,蹺起尾巴或屁股,北京=t˛yEä
寬式,䞗,吳,張開：～蓬船｜～旗,無錫=ʦ ̕ɑ˦，ʦ ̕ɑ˥˧
寬式,䞘,粵,①走開；②滾蛋（罵人）,廣州=kɐt˨
寬式,捎,吳,①滾動：伊痛得～來～去；②用東西伸到裏面攪動：～馬桶,無錫=siɐ˦，siæ˦，siɔ˥˧
寬式,埕,"閩,吳,平,粵",①场院，多用來打穀物或曬粮食；②口小腹大的陶器，瓮，壜子,福州=tiaŋ˥˧;寧波=ʣiŋ˨˦;溫州=dzeŋ˧˩;南寧=ʦeŋ˨˩;廣州=ʦ ̕eŋ˨˩;東莞=ʦ ̕əŋ˨˩
寬式,挸,閩,用濕布擦,福州=kaŋ˧
寬式,埚,閩,地名用字,雷州=uɛ˨˦
寬式,㱿,客,敲打,梅縣=k ̕ok˥
寬式,,閩,戳，刺入,福州=t ̕uʔ˥
寬式,䞑,"閩,吳",傷口紅腫發炎化膿,建甌=ɔŋ˦˨;無錫=ɦoŋ˨˩˧
寬式,娎,閩,剥落,廈門=hiau˨˩
寬式,捋,"官,徽,吳,粵,贛",①用手握住條狀物向一端滑動；②用手指順著抹過去，整理使物體順暢或乾淨；③輕柔地撫摩；④滑落；⑤用繩子、樹條之類細長物抽打,濟南=li˨˩˧，ly˨˩˧;萬榮=•luɣ;南通=løʔ˥;柳州=lye˦;蘭州=ly˦;績溪=nɔʔ˧˨;上海=ləʔ˩˨;溫州=lai˨˦;廣州=lyt˥;瀏陽=lø˦;新干=lot˧
寬式,挼,"官,平,吳,徽",①揉搓；搓洗；②拿在手中摩玩；來回撫摩；③胃裏難受；④患病，疾病折磨；⑤快要破,銀川=ʐua˥˧;烏魯木齊=ʐua˥˩;蘭州=va˥˩;南寧=nu˥˧;寧波=nəu˨˦;績溪=nɵ˦
寬式,捔,閩,對頂，角門,福州=tɔyʔ˨˦
寬式,埆,官,突出,武漢=k̕o˨˩˧
寬式,𣑦,粵,①用於植物的果實、花朵，相當於“掛、串、枝”②於禾類植物，相當於“棵、叢”,廣州=k ̕oŋ˨˩
寬式,㧸,"官,贛",1 ①撕；②擊；用力敲打；③竪立的東西傾倒,柳州=p ̕ɑŋ;南昌=p ̕aŋ˦˨;新干=p ̕aŋ˥˧
寬式,㧸,吳,2 被偷,蘇州=hən˥;溫州=hɛ˦˨
寬式,挱,"官,贛,閩,吳,粵",①張（開）；②過硬衣物摩擦皮膚；③用手抚平，摩挲，搓,貴陽=sa˥;南昌=so˦˨;福州=souʔ˥;溫州=so˧;廣州=sa˧˥
寬式,埌,官,～坡：①堤岸或小坡；②臺階,柳州=lɑŋ˧˩
寬式,挶,閩,捕获；抓住,雷州=k ̕ɔk˩
寬式,盍,贛,倒扣：拿隻碗～到,南昌=k ̕ot˨
寬式,挨,贛,觸，碰：莫～咑他箇癤哩（瘡癤）,瀏陽=ŋai˧
寬式,捘,"吳,湘",①用手擠壓；②按,寧波=ʦəŋ˧˥;上海=ʦən˥˧;無錫=ʦəŋ˥˧，ʦən˥˩;長沙=ʦən˩
寬式,耾,粵,～耳：吵得耳朵難受,廣州=uɐŋ˥˧
寬式,耽,吳,生活安逸，無所事事：安安～～,寧波=tɛ˥˧
寬式,莳,"客,徽",～田：插秧,梅縣=sɿ˩;歙縣=sɿ˥
寬式,莝,贛,鋤，斬,萍乡=ʦ ̕ɔ˩;南昌=ʦ ̕o˨˩˧
寬式,栲,"閩,徽",柳條或竹篾編成圓底浅口器具：～栳,雷州=ka˧;績溪=k ̕ɤʔ˧˨
寬式,栳,"閩,徽",柳條或竹篾編成圓底浅口器具：栲～,雷州=lɔ˨˩;績溪=nɤ˨˩˧
寬式,栮,閩,木耳,福州=mi˧
寬式,栖,客,鷄～：用磚、土坯、木板等壘成的鷄窩,于都=ʦi˨
寬式,栫,吳,①塞子；②用塞子塞,溫州=dzø˩
寬式,桄,"官,吳",①竹木製成的繞綫器具：～子；②量詞。綫束（用於綫）；③～哩～蕩：形容容器裹液體不滿和物體鬆動搖擺的狀态；④用於梯子的短橫木和樓梯、臺階的一級；⑤某些器物上的橫檔木,銀川=kuaŋ˩˧;烏魯木齊=kuɑŋ˨˩˧;南通=k ̕uõ˨˩;丹陽=kuɑŋ˨˦;無錫=guã˨˩˧
寬式,櫋,吳,封檐板：～梠,溫州=mi˧˩
寬式,梃,官,①打；②宰殺：～豬,洛陽=t ̕iŋ˦˩˨;牟平=t ̕iŋ˨˧˩;蘭州=t ̕in˦
寬式,栝,官,①修剪多餘的樹枝；②修改過於寬大的衣服等,萬榮=k ̕uɣ˥˩
寬式,栿,贛,順著左右方向架在墻上的房梁,萍乡=fu˩
寬式,桁,"吳,粵,贛",房檁，檁條,上海=ɦã˨˧;廣州=haŋ˥;東莞=hɛŋ˨˩;新干=haŋ˨˦;無錫=ɦã˨˦
寬式,勑,粵,～厚：交情好，友誼深厚,廣州=lai˨
寬式,棦,吳,①植物的節；②量詞。兩節之間為“一棦”,溫州=ʦiɛ˧
寬式,䢚,吳,①穿過；②進入,杭州=kɑŋ˧
寬式,剚,"官,吳",置刀或其他錐狀硬物於物內：～魚,南通=ʦ ̕ɿ˧˥;上海=ʦɿ˥
寬式,覂,客,翻來覆去使揚棄,梅縣=fuŋ˧˩
寬式,剞,官,～劂：一种工具,萬榮=tʂʅ˧
寬式,,官,跨（越），邁,成都=ʨ̕ia˨˩，k ̕a˥;四川=ʨ̕ia˨
寬式,剢,閩,砍，剁,雷州=tak˥
寬式,剗,吳,①只；僅；②中耕,寧波=ʦ ̕ɛ˦;溫州=ʦ ̕a˧˥
寬式,眓,吳,眼睛往上斜，眼梢上翹,上海=huᴀʔ˥;蘇州=huaʔ˥
寬式,䀡,官,因物体跳动而看不清楚：圖像亂跳，晃得我眼～,哈爾濱=tß ̕an˦
寬式,,吳,用鈍的刀等來回切割,溫州=gu˨˦
寬式,眗,吳,目深；目陷,上海=k ̕ɤ˥˧
寬式,,閩,眼球向外突出或瞪眼,福州=pau˨˩˨
寬式,眤,閩,閉著眼睛,雷州=ni˥
寬式,眠,吳,倒伏、臥倒：田裏稻才（都）～倒哉,無錫=miɪ˨˩˧
寬式,唊,吳,搬弄是非,上海=kᴀʔ˥;蘇州=kaʔ˥
寬式,晐,吳,①滿；遍；②富有；③擁有,寧波=ɦɐɪ˨˦;蘇州=kᴇ˥
寬式,晏,"官,吳,客,徽,平",①天時不早；② 晚；遲,柳州=yàn;蘭州=ian˩˧;杭州=ɛ̃˥;寧波=ɛ˦;蘇州=ᴇ˥˩˨;宁都=ŋan˧˩;南康=ã˥˧;修水=ãn˥˧;績溪=ŋɔ˧˥;歙縣=ŋɔ˧˥;屯溪=ŋɔ˥;休宁=ŋa˧;婺源=ŋɤ̃˧˥;浮梁=ŋo˨˩˧;南寧=an˥;東安=ŋa˧˥
寬式,哶,平,羊鳴,江永=mie˦
寬式,趵,"官,吳,徽",①急速彈起；②跳躍；③火燒得旺；④绽（芽）,南通=pɤ˦˨;杭州=pɔ˥;上海=pɔ;溫州=puɔ˨˦;無錫=pɐ˦˨˦;績溪=pɤ˧˥
寬式,畛,官,量詞。①用於某一塊農田豎的長度；②相當於普通農田一畛地的距離,萬榮=tʂei˥˩
寬式,,吳,蟋蟀：蹔～,寧波=ʨiɪʔ˥;上海=ʦiəʔ˥
寬式,蚗,粵,蟬,廣州=yt˧
寬式,哵,"贛,湘",①八哥，鸟名；②鳥聲,萍乡=pa˩;婁底=pɔ˩˧;瀏陽=pa˦
寬式,𠳀,湘,帶～：作嘔,婁底=iɤŋ˦˨
寬式,㟖,官,群山中的平地，有時指這種地方的村莊,柳州=loŋ˨˦
寬式,罛,粵,一～瓜：一掃光（源於捕魚）,廣州=k ̕u˥˧
寬式,帩,吳,結、縛：～尿布，在捆東西的繩子中插入短棒旋轉絞緊,無錫=ʦ ̕iɐ˦˨˦，ʦ ̕iæ˦˩˨，ʦ ̕iɔ˦˨˦
寬式,峴,"官,贛",①壑～：連山之間的壑口；②山頂,蘭州=ɕian˩˧;瀏陽=kiĩ˩
寬式,峻,吳,險峻，陡峭,湯溪=sai˧˩
寬式,,吳,堅硬，結實,上海=ʦᴀʔ˥;溫州=ʦa˨˩˨;寧波=ʦæʔ˥;無錫=ʦaʔ˥，ʣaʔ˨˦
寬式,眚,"吳,粵",①眼病；②間～：一種迷信活動，有神婆自稱能到陰間去找鬼魂來和家人相見,寧波=ɕiŋ˥˧;上海=ɕin˥˧;廣州=sɛŋ˧˥
寬式,䍇,"粵,平",大口或平底罎子,廣州=t̕ap˧;南寧=t ̕ap˧
寬式,缹,粵,一種烹調法，似炆，但時間長，汁少而更軟,廣州=mɐu˥˧
寬式,䂐,"晉,閩,吳",（分量）少，短,神木=t ̕uəʔ˦;雷州=ʦ ̕iek˥;無錫=tʂəʔ˥
寬式,牸,"官,湘,平",①母的；雌性（指牲畜）；②沒有生過的雌性動物,貴陽=ʦɿ˨˦;洛陽=sɿ˦˩˨;牟平=ʦɿ˨˧˩;南通=ʦ ̕ɿ˨˩˧;婁底=ʣɿ˩;南寧=ʦi˨
寬式,舐,粵,以舌舔物,廣州=sai˧˥
寬式,秚,吳,攪和,無錫=bø˧˩，bɤ˧˩
寬式,秛,"粵,贛",舊時租種田地,廣州=p ̕ɐi˥˧;瀏陽=p ̕i˧
寬式,笄,粵,簪形的物品：香～（燒香剩下的部分）,廣州=kɐi˥
寬式,笓,吳,依次緊挨著放,寧波=biɪʔ˩˨
寬式,䇘,"粵,湘",收繞紗綫類的工具：撥～子,廣州=u˨;婁底=ɣu˩
寬式,笍,閩,辮子,建甌=nia˦˨
寬式,笐,"閩,吳,徽",①曬衣竹竿；②竹製衣架,建甌=ɔŋ˥;丹陽=xɑŋ˩;金華=ɑŋ˨˦;溫州=ɦuɔ˩;績溪=xõ˧˥;黟縣=xoŋ˦
寬式,倩,閩,雇用,廈門=ʦ ̕iã˨˩
寬式,俵,"贛,客,徽",散發；分發,萍乡=piau˩;于都=piɔ˨;績溪=p ̕ie˧˥;歙縣=p ̕iɤ˨˩˧
寬式,倲,"徽,吳",①惛～：糊塗；②愚笨，呆癡的樣子：老木～,績溪=tã˧˩;寧波=toŋ˦
寬式,,"贛,吳,客",①用手撕物使裂開；②分開，叉開，剖開，劈開；③轉買（賣）；④陶瓷器物破碎聲,黎川=p ̕aʔ˧;杭州=phaʔ˥;金華=p ̕əʔ˦;寧波=p ̕æʔ˥;上海=p ̕ᴀʔ˥;溫州=p ̕a;梅縣=p ̕ak˩
寬式,俶,吳,挺拔，亭亭玉立,杭州=so˥
寬式,倭,吳,事情辦得順利、妥帖：～妥,寧波=ɐɷ˥˧
寬式,𠊧,粵,咸～□：統統，全部,廣州=hɐm˨;東莞=hɐm˧˨
寬式,倜,吳,脾氣壞：葛個人脾氣～勿過,無錫=ʦei˦，ʦʏ˦，ʦɤɯ˥˧
寬式,倅,閩,旧时指办案驗尸的人,福州=ʦoʔ˨˦
寬式,倓,"官,粵,吳","①安，靜，恬,不單用：②鎮定，不慌不忙：～定",柳州=tã˧˩;廣州=tam˨;無錫=tɛ ̕˥˨，tᴇ˥˨，t ̕ɛ˦
寬式,,官,（身體）瘦長,成都=naŋ˥;四川=naŋ˩
寬式,𠜱,"贛,官,吳,客,粵,徽,平",切削或剖开成薄片，砍,黎川=p ̕i˨;南通=p ̕i˨˩˧;杭州=phi˧;寧波=p ̕i˥˧;上海=p ̕i˥˧;蘇州=p ̕i˥;于都=p ̕e˧˩;廣州=p̕ɐi˥˧;東莞=p ̕ɐi˨˩˧꜒;績溪=p ̕ɿ˨˩˧;南寧=p ̕əi˥˧;新干=p ̕I˥˧;無錫=p ̕i˦
寬式,㿭,"贛,吳,粵,徽",①皮膚開裂；②田地龜裂；③裂痕,黎川=t ̕aʔ˧;寧波=ʦ ̕æʔ˥;上海=ʦ ̕ᴀʔ˥;蘇州=ʦ ̕ɑʔ˥;溫州=ʦ ̕a;廣州=ʦ ̕ak˧;績溪=ʨ ̕iaʔ˧˨;瀏陽=ʦ ̕a˦;新干=ʦ ̕aʔ˧
寬式,舦,粵,船上的舵輪,廣州=t̕ai˨˧
寬式,,吳,指船在風浪中顛簸,溫州=ʦ ̕uɔ˦˨
寬式,㪉,客,縫合,梅縣=kap˩
寬式,欱,"吳,客",大喝；飲，嘗,上海=hᴀʔ˥;溫州=ha;梅縣=hap˩;無錫=haʔ˥
寬式,豻,贛,～狗：一種野獸,新干=hon˨˦
寬式,飣,"官,粵",①冷～：青麥仁子炒熟颺淨後磨成的食物；②果餌置於矮邊高足的器物中，頂端成尖形叫一飣,南通=ʦɛ̃˨˩;廣州=tɛŋ˧
寬式,㬴,官,～～：影子，模糊的形象,四川=hoN˩
寬式,胵,粵,家禽的内脏：膍～,廣州=ʦ ̕i˧
寬式,胴,"官,粵,吳",①（腹）脹；②肛門,南通=t ̕ʌŋ˨˩˧;廣州=kok˥;無錫=doŋ˨˩˧，doŋ˧˩
寬式,朒,閩,皺，萎縮,福州=nøyʔ˨˦
寬式,䏨,粵,（身體）浮腫,廣州=tøy˧
寬式,胮,"官,晉,湘",1 ①散發某種味道；②因腫脹或水漬而體積增大；③前加成分，表示程度相當高,武漢=p ̕aŋ˥;南通=p ̕õ˦˨;柳州=p ̕ɑŋ˦;太原=p ̕ɒ̃˩;長沙=p ̕an˧
寬式,胮,閩,2 ①很臭；②牛、豬等動物身上肥而鬆的肉,福州=maŋ˥
寬式,䏧,"吳,湘",①胖而豐滿，一般指小孩兒；②好，帶勁兒,上海=tu;無錫=təu˥˨;長沙=ȵia˥
寬式,㬹,"贛,吳,客",①胳膊肘兒：②踝子骨，足筋,萍乡=ʦã˩˧꜎;宿松=ʦən˨;寧波=ʦã˦;溫州=ʦiɛ˧;于都=ʦã˧˩
寬式,脃,吳,竹、木、布、綢等物年久老化,蘇州=ʦ ̕əʔ˥
寬式,胺,粵,尿臊味,廣州=at˧，ŋat˧
寬式,,閩,向一邊傾斜,雷州=k ̕i˨˦
寬式,𤞠,粵,一種水獸，捕食魚類,廣州=ʦ ̕at˧
寬式,,官,駝鹿：～大～,哈爾濱=han˩
寬式,𡖓,粵,㨆～：陸續不斷地，接二連三地,廣州=tɐm˧˥
寬式,,吳,事先與人說定，約定，確定,寧波=k ̕œʏ˦
寬式,訒,官,說話遲鈍；說不容易出口,南通=lɛ̃˨˩˧
寬式,㾀,閩,①惡疾：～病難医；②坏；不好,海口=xiap˥
寬式,疻,吳,皮膚因擦破後紅腫或生瘡流出來的淋巴液,蘇州=ʦɿ˥;無錫=tʂɥ˦，ʦɿ˦，ʦɿ˥˧
寬式,痄,湘,疨～：病痛,長沙=ʦa˧;婁底=ʦɤ˦;新化=ʦa˧
寬式,,官,①因葷腥吃得少，身體需要油葷的感覺；②饑餓感,四川=tsau˨;南通=ʦ ̕ɤ˧˥
寬式,痀,官,～子：胸脯像駝峰一樣突起的畸形人,南京=ʨy˧˩
