type,char,group,def,pinyin
寬式,簎,"閩,客,湘",①身上刺青；②～腸～肚：疼痛難忍；③（說話）不留情面：～直,雷州=ʦ ̕ɔk˥;梅縣=ʦ ̕io˦;婁底=ʦ ̕o˧˥
寬式,䈽,吳,①桂竹；②竹材堅韌,溫州=ʨiaŋ˧
寬式,篿,吳,圓形竹器,上海=dø˨˧
寬式,簌,吳,動詞。篩動：～索粉（綫粉）,無錫=soʔ˥
寬式,篼,粵,瓦製飼料盆,廣州=tɐu˥
寬式,簏,"閩,吳",抽屉，木匣,建甌=lu˨˦;溫州=lɤu˨˩˨
寬式,,"官,贛,吳",①竹子、木材紮成的交通工具；②將竹子或木材捆紮起來在水裡運走,銀川=p ̕ɛ˥˧;黎川=p ̕ai˧˥;杭州=ba˨˩˧;溫州=ba˦˨
寬式,,吳,～竹：一種較細的竹子，葉可入藥,無錫=dɛ˧˩，dᴇ˧˩
寬式,篸,"贛,平,粵",①納（鞋底），（用針綫）縫；②簸箕,南昌=ʦan˧˥;江永=ʦoŋ˦;廣州=ʦam˧;東莞=ʦ ̕a˧˨
寬式,䑁,"閩,粵",①肥胖；②腐臭味，霉味,雷州=ɔk˩;廣州=ok˥
寬式,𩓥,粵,仰頭，抬頭,廣州=ŋok˥
寬式,㩓,官,打（多用於長對幼）,徐州=xue˧˥
寬式,,吳,～蓬氣：米粉一類東西放久了的黴味兒,無錫=iəʔ˥
寬式,䫌,"閩,吳",①脸蛋；②屁股；③傾側，傾倒,福州=p ̕ɛ˥˧;海口=fɔi˨˩;建甌=p ̕ai˨˩;上海=p ̕i;無錫=p ̕i˥˨
寬式,鴴,官,～猴兒：貓頭鷹,烏魯木齊=xɤŋ
寬式,,吳,行走,溫州=diɛ˨˦
寬式,顉,"贛,客,湘",①摇動；晃動；②低著頭，點頭,萍乡=ŋõ˧˥;于都=ŋã˧˥;長沙=ʨ ̕in˦˩;瀏陽=ŋø̃ỹ˧˥
寬式,鍯,吳,①鑿洞用的工具；②用這種工具鑿洞；③下種的工具：豆～子,杭州=ts ̕oŋ˧;上海=ʦ ̕oŋ;無錫=soŋ˦
寬式,䤹,贛,～鋸：做木盆、木桶的一種工具,萍乡=sœ˩˧
寬式,韱,官,用刀割穗：穀物該～了,洛陽=ʦ ̕ian˧
寬式,餲,"官,吳,客",①食物腐敗變質；②食油或含油食物日久變壞的味道,南通=uʔ˦;溫州=ø;梅縣=ŋat˩
寬式,餱,客,極想要（某種東西）,長汀=həɯ˨
寬式,䭔,平,一種餅類食品,南寧=tui˥˧
寬式,臒,粵,魚～：魚的精囊，色白如豆腐，滑而味美,廣州=uɔk˧
寬式,𦡁,粵,①哄人做某事；②欺負，要挾,廣州=hɐp˥
寬式,𦠿,粵,①細，碎；②零碎，瑣碎（物件）,廣州=sɐp˥
寬式,臁,官,①小腿內側骨肉；②一種皮膚病,萬榮=ləu˨˦;南京=lien˨˦
寬式,鮮,贛,～手：吝嗇,瀏陽=ɕiĩ˨˦
寬式,獳,粵,生氣，發怒，惱火,廣州=nɐu˥˧
寬式,䬐,吳,風小：風～脫哉,無錫=uɛ˦，uᴇ˥˧
寬式,䬍,閩,急速而猛烈的風,福州=huʔ˨˦
寬式,𩇟,"閩,湘",冷，凉；陰凉,漳平=ʦ ̕in˨˩;長沙=ʦ ̕in˥;湘潭=ʦ ̕in˥;益阳=ʦ ̕in˥;婁底=ʦ ̕in˧˥;新化=ʦ ̕in˩˧;邵阳=ʦ ̕in˧˥
寬式,,客,說個沒完,梅縣=kap˥
寬式,謰,"吳,湘,贛",①話多語亂；②說話隨便；聊天,寧波=li˦;上海=li˨˧;長沙=liẽ˩˧;婁底=nĩ˩˧;新化=lin˩˧;湘潭=niẽ˩˨;瀏陽=lø̃ỹ˨˦
寬式,謑,粵,欺負：～人｜大～細,廣州=ha˥˧
寬式,謅,徽,編造（言辭）,績溪=ʦi˧˩
寬式,謞,吳,用挑撥離間、真真假假的言詞引誘，讓對方說出真相的一種方式，貶義：伊是～、嚇、騙樣樣來葛,無錫=hoʔ˥，huoʔ˥
寬式,縻,官,①在被褥衣服等上面縫一節使加長；②繫住,萬榮=mei˨˦;銀川=mi˩˧
寬式,,閩,没精打采,廈門=se˩
寬式,癉,官,①火～：夏秋季節小孩皮膚上的瘡；②～桿：能力或質量低，不合要求,南通=tã˨˩;烏魯木齊=tan˨˩˧
寬式,,閩,疲倦；厭煩,廈門=sian˩
寬式,,客,聲音沙啞,梅縣=ŋiap˩
寬式,䊟,官,～子：米湯表面凝成的皮,武漢=mən˥
寬式,䊞,官,①粘；②喻關係密切；③喻擺脫不得,南通=tɛʔ˦
寬式,糝,"官,晉,吳,粵,平",①蘇北、皖北、魯西南一帶的風味粥類食品；②米飯粒兒；③米粒狀的，粉末；④撒,濟南=sa˦˨;銀川=tʂəŋ˦;南通=ɕø)˥;太原=səŋ˩;寧波=sɐɪ˦;溫州=sø;無錫=sø˥˩，səŋ˦;廣州=sɐm˧˥;南寧=ɬam˧，ɬəm˧
寬式,燩,徽,熬、炼（豬油）,歙縣=ʨ ̕iɑ˦˨
寬式,燷,客,焦黃色澤： 子烤哩（得）黄～～儿哩（的），可好吃！,深州=la˨˩˧
寬式,燣,"官,贛",①用油炒（少量的菜等）；②輕燒、快燒,萬榮=læ̃˨˦;瀏陽=lan˨˦
寬式,燫,粵,火焰著,廣州=lim˨˩
寬式,㵶,"閩,平,粵",①（液體）溢出、濺：～一身水；②擠出（液體、稀軟之物）,福州=ʦiaʔ˨˦;南寧=ʦet˥;廣州=ʦit˥;東莞=ʦit˦
寬式,鍙,閩,工件熱處理的一種方法,福州=høyʔ˥
寬式,瀎,"官,粵",①塗搽，塗抹或者擦去（痕跡）；②淡～～：味淡，味道不濃,北京=mo˨˩˧;廣州=mit˨
寬式,盪,"閩,贛,吳,徽",①搖而去滓；②往來搖動；③洗涮，漱：～口,福州=tɔuŋ;建甌=tɔŋ˦˨;萍乡=t ̕õ˧˥;上海=dã˨˧;蘇州=dã˧˩;溫州=duɔ˨˦;績溪=t ̕õ˨˩˧;歙縣=t ̕o˧˥
寬式,瀁,吳,液體晃動外溢,寧波=ɦiã˨˩˧
寬式,濘,吳,物品含水分多或微濕的樣子,溫州=ȵiaŋ˩
寬式,瀡,粵,滑動：～落來,廣州=sœ˨˩
寬式,懥,官,①～怨：不滿或仇恨；②任性，生氣,武漢=ʦɿ˧˥;萬榮=tʂʅ˧
寬式,懝,吳,癡懝，呆傻,湯溪=e˧˩
寬式,窾,"湘,粵",①碓～：碓臼；②中空,婁底=k ̕uã˧˥;湘潭=k ̕ɔn˦˨;衡阳=k ̕uen˧;邵阳=k ̕uã˧˥;廣州=fun˧˥
寬式,𠠖,"官,吳,湘",①用身體撞動別的東西；②植物生長，從土裏向外鑽或頂；③為了某種目的而極力打通關節，疏通關系；④力爭；爭搶；⑤ 鑽,徐州=kuŋ˧˥;溫州=koŋ˦˨;婁底=kɤŋ˧˥
寬式,竂,贛,挖：～耳朵,瀏陽=liau˧
寬式,,閩,廁所,雷州=hak˩;漳平=hak˥
寬式,,吳,衣服太長，在腰上部打折縫掉一些，或者用帶子束一下,無錫=dʑy˨˦，ʥy˩˧
寬式,襇,"官,吳,閩",①服裝上的褶子；②皺紋,南通=kã˥;上海=kᴇ;杭州=kɛ˥˧;金華=kɑ;寧波=kɛ˧˥;蘇州=kᴇ˥˩;溫州=ka˧˥;漳平=kE)i˧˩
寬式,䙡,"官,晉",繩子或帶子拴成的結,洛陽=k ̕uɯ˦˩˨;銀川=·k ̕uei;太原=k ̕uei˦˥
寬式,䙞,"官,粵",①棉襖；有裏子的上衣；②（衣著）長短不整齊,南通=tɛ̃˦˨;廣州=tɐŋ˧
寬式,擘,"官,晉,閩,吳,粵,徽",①用手把東西分開，掰，折斷；②張開,柳州=paiä;神木=piəʔ˦;長治=piəʔ˥˧;娄煩=piaʔ˩;交城=piaʔ˩;福州=paʔ˨˦;雷州=pɛ˥;上海=pᴀʔ˥;廣州=mak˧;績溪=mɔʔ˧˨
寬式,彌,晉,填滿，沾满；遮掩，遮蓋,太原=mi˩;神木=mi˥˧
寬式,孻,粵,①最末的；②最小的,廣州=lai˥;東莞=ŋai˨˩˧
寬式,嬭,"閩,客,粵",①母親；②女性長辈；③乳汁，乳房,廈門=le˥˧;雷州=nɛ˨˩;長汀=neŋ˥;新丰=mei˦;容縣=me˧;博白=me˦;東莞=nai˨˩
寬式,嬤,"官,吳,客",①母親；②伯母；③父母的姐姐；④稱呼與父母平輩而年長的婦女；⑤修女；⑥奶奶,萬榮=mɤ˥;寧波=mo˥˧;連城=muə˥˩
寬式,㿹,"官,贛",①～皮：破皮；②皮膚脱蛻,南通=t ̕ɑʔ˦;柳州=t ̕a˧˩;南昌=t ̕at˥
寬式,,吳,打結，系：船靠仔岸～根纜繩,無錫=tɐ˦
寬式,縩,閩,把麻撕成細條繞成一團,雷州=ʦɔi˧˩
寬式,繂,粵,～羅：滑輪,廣州=løt˨
寬式,耮,官,①平地用的農具； ②用耮平地,濟南=lɔ˨˩;蘭州=lɔ˩˧
寬式,䫔,客,生氣：發～（生氣）,梅縣=at˩
寬式,,吳,口吃,溫州=la˧˩
寬式,釐,贛,耘，稻田除草,萍乡=lai˦
寬式,鬅,吳,頭髪鬆散,丹陽=pɔŋ˨˦;溫州=boŋ˧˩
寬式,䯿,吳,女孩頭上的髮髻，也指鳥類頭部的羽,溫州=ʦai
寬式,擹,贛,舊時的一種賭博,萍乡=t ̕ã˩˧
寬式,騇,"官,平",嫖～：嫖娼,柳州=se˨˦
寬式,䟄,客,急忙,梅縣=ʦ̕iak˩
寬式,,"官,客,平",①（魚蛇等）像箭一樣飛速前進；②（自行車）騎起來輕快｜疾走，飛快地跑；③縱；跳,柳州=pia˦;于都=piɔ˧˩;南寧=piu˥˧;富川=piə˥˧
寬式,䟂,吳,緩慢地走,溫州=ma˧˩
寬式,㩬,閩,甩；扔,雷州=hi˨˩
寬式,攄,官,1 ①伸展手臂使手向前運動；②用杆狀物向前伸探,南京=tʂ ̕u˧˩
寬式,攄,吳,2 用手貼著桌面把東西收攏斂聚在一起,寧波=lɐɷ˦
寬式,㩧,"閩,粵,湘,平,客",①以拳擊打；②擊打聲；③ 砸；用棍棒猛擊,福州=p ̕ouʔ˥;雷州=pɔk˩;廣州=pak˥，pɔk˥;長沙=p ̕ian˦˩;南寧=pøk˥;梅縣=pok˥
寬式,,吳,聾子,杭州=baŋ˨˩˧;蘇州=bã˩˧;溫州=biɛ˨˦
寬式,,吳,手彎,上海=zø˨˧
寬式,,贛,地名用字,黎川=t ̕aŋ˧˥
寬式,𣫒,粵,臭～～：臭氣撲鼻貌,廣州=hɐŋ˥˧
寬式,謦,官,縫紉方式之一。表面針腳極小且間距甚大，裏子針腳長大,蘭州=in˦
寬式,擸,"官,粵,客",①把東西重疊著往上放；②量詞。用於重疊放置的東西；③輕輕撫摸（毛髮類），朝一個方向輕撫,柳州=la˧˩;廣州=lip˨;東莞=ŋaʔ˨;梅縣=lap˩
寬式,,"官,吳","①嬰兒長得肥墩墩，塊頭大；②肉不結實,胖大貌",南通=p ̕oʔ˦;寧波=p ̕oʔ˥;上海=p ̕oʔ˥
寬式,藞,湘,向下傾斜,婁底=liɔ˩˧
寬式,藪,"贛,客",動物的窩巢,黎川=sɛu˦;于都=seu˧˥;連城=sie˥˩
寬式,藠,"吳,平,粵",菜名，薤也，葉似韭菜，根如小蒜,金華=ʨiɑu;溫州=ʥiɛ˨˦;南寧=kiu˨˦;廣州=kiu˧˥
寬式,藷,閩,甘薯,雷州=ʦu˩
寬式,藨,湘,一種蔓生植物,婁底=p ̕ɤ˦;韶山=p ̕oɔ
寬式,䕠,"官,吳",①篾用蘆蔑編織起來的蘆席，可用做搭棚子、糧囤頂等,南通=fe˦˨;丹陽=fi˨˦
寬式,藫,湘,～藫：青苔,婁底=dã˩˧
寬式,,閩,麥屑碎末,雷州=suk˥
寬式,𣝗,"贛,官,閩,吳,晉,客,湘",①果核或核狀物；②疙瘩，隆起物,黎川=uəiʔ˧˥;宿松=u˩˧;貴陽=fu˧˩;牟平=ku˥˧;南京=xu˥;雷州=huk˩;丹陽=væʔ˥;杭州=ɦuoʔ˨;寧波=ɦuɐʔ˩˨;上海=ɦuəʔ˩˨;蘇州=ɦuəʔ˧;太原=kuəʔ˥˧;梅縣=fut˥;婁底=ui˩˧
寬式,櫎,官,阻礙；絆住,柳州=kuɑŋ˨˦
寬式,櫭,閩,木桩（多指打在地上的大的木桩）,雷州=k ̕iek˩
寬式,櫂,"官,粵,平",①槳：～槳；②划：～龍船,柳州=ʦɑ˧˩;廣州=ʦau˨;南寧=ʦau˨
寬式,蹔,"吳,粵",①～ ：蟋蟀；②眨（眼）,寧波=ʣɛ˨˩˧;上海=zᴇ˩˨;廣州=ʦam˨
寬式,礊,粵,抽打，鞭打,廣州=fak˧
寬式,鵏,吳,膯～：鳥類嗉囊,嘉興=bu˧˩
寬式,䖙,閩,身體斜躺,廈門=t̕e˥
寬式,覆,"官,吳,客",①伏；趴；②將器物的底朝上口朝下放置,武漢=fou˧˥;溫州=p ̕u;梅縣=p ̕uk˩
寬式,䤍,粵,醬油或醋上長的白色物,廣州=mei˧˩
寬式,擪,"贛,閩,粵,客",①掖，塞，藏；②捲，挽；③以指按捺，往下按，壓；④用手指捏著,萍乡=iɛ˩˧;福州=aiʔ˨˦;廣州=ŋap˧;梅縣=ŋiap˩
寬式,𠠝,"粵,客",用刀劃開，切割：豬肉～成四大塊,廣州=lɛk˧;梅縣=lak˥
寬式,,吳,穿衣太急而斜纏於身,上海=liʔ˩˨
寬式,𡚗,粵,大隻～～：五大三粗，膀大腰圓（帶貶義）,廣州=løy˨˩
寬式,燹,閩,熱氣逼人，燜煮,建甌=pœyŋ
寬式,霤,徽,滴下來的水,績溪=ni˨
寬式,齕,"官,徽",像嚙齒一樣咬住,南通=xɛʔ˥;績溪=ʨ ̕ieʔ˧˨
寬式,䱗,"官,贛",一種小型淡水魚，身體側扁而長，銀白色，喜在水面活動,貴陽=ʦ ̕an˥;南通=ʦ ̕ã˨˩;南京=tʂ ̕ɑŋ˧˩;柳州=ʦ ̕ã˦;新干=ʦ ̕an˥˧
寬式,覷,"湘,平,吳",看，視：眯～眼（近視眼）,婁底=ʦ ̕i˩˧;興安=ʧ ̕i˥˩;無錫=ʦ ̕i˦˨˦，ʦ ̕i˦˩˨
寬式,覰,吳,指四五十歲以上的人眼睛近視：近～眼,寧波=ʦ ̕ɥ˦
寬式,矆,吳,閃电：～睒,湯溪=fɯɤ˥
寬式,矇,粵,瞇縫著（眼）,廣州=moŋ˥˧
寬式,甖,贛,陶器,黎川=aŋ˨
寬式,闒,粵,房子以一廳一室為一闒,廣州=tap˨
寬式,㬤,"官,吳,晉",①吸收水分；②濕（跟“燥”相對）；③東西濕了之後將要乾，未全乾,銀川=ʨ ̕i˩˧;金華=ʨ ̕iəʔ˦;太原=ʨ ̕iəʔ˨
寬式,歞,閩,愚蠢，傻,福州=ŋɔuŋ;廈門=gɔŋ˩;雷州=ŋɔŋ˨˦
寬式,蹣,官,攀援；扒,柳州=mã˦
寬式,𨄏,湘,指速度極快,婁底=piɤ˦
寬式,䠡,"贛,閩,吳",①腳蹬，踢；②腳在地上拖著；③用腳蹬踏碾之,南昌=ʦ ̕o˨˦;宿松=ʦ ̕o˨;廈門=ʦ ̕ue˧˥;上海=zu˨˧
寬式,蹠,湘,雙足亂踢、亂蹬,長沙=ʨ ̕ya˧˥;婁底=ʨ ̕iɔ˧˥;益阳=ʨya˥;衡阳=ɕya
寬式,,吳,急匆匆趕路的樣子,上海=dən;無錫=dəŋ˧˩，dən˧˩
寬式,蹡,湘,行不正；偏斜,婁底=ʦ ̕iɔŋ˧˥
寬式,蹘,湘,①（綫、繩等）糾結在一起；②双腿交叉，蹺起（二郎腿）,長沙=liau˧;婁底=lɤ˦;湘潭=liaɯ˧;新化=lɔ˧;衡阳=lau˦˥
寬式,蟯,官,親吻：給爺爺～給一下,蘭州=pɔŋ˥˧
寬式,,官,①蒼蠅玷污；②像蒼蠅一樣紛紛聚攏,柳州=poŋ˦
寬式,蟛,吳,～蜝：一種小螃蟹,寧波=bã˥˧
寬式,蠄,"平,粵",①～籮：蜘蛛②～爬：癩蝦蟆的俗稱,南寧=k ̕əm˨˩;廣州=k ̕ɐm˨˩;東莞=k ̕ɐm˨˩
寬式,蟧,"閩,粵",一種蟲類：蠄～,廣州=lou˨;廈門=la˧˥ ˩
寬式,蟳,閩,一種海蟹,福州=siŋ˥˧
寬式,蟤,吳,蝦：婉～,嘉興=ʦɤə˥˩
寬式,顋,平,腮幫子：～巴,南寧=ɬai˥˧
寬式,嚗,"閩,粵",①辱罵；②土氣：～野（土玩藝兒）,福州=pɔʔ˨˦;廣州=pɔk˥
寬式,𦌟,湘,從水中撈取,婁底=lɤu˧˥
寬式,䵦,粵,塗改，塗抹,廣州=ʦ̕a˨˧
寬式,顝,吳,肥頭大耳,溫州=k ̕ai˧
寬式,䫜,吳,前額大而向前突出，面孔內凹、眼部深陷的臉型,寧波=ɔ˥˧;上海=ɔ˥˧;無錫=ɐ˦，æ˦，ɔ˥˧
寬式,䵙,"官,湘,粵,贛",因接觸而被東西附著上，黏，貼,柳州=nia˦;長沙=ȵia˧，ȵia˩˧;廣州=na˥˧;瀏陽=ŋia˥
寬式,簛,吳,竹枝；小竹棍,溫州=sei˧
寬式,,吳,①用篾條等編成罎子狀的盛器；②量詞,寧波=bu˨˩˧;上海=bu˨˧;蘇州=bu˧˩;無錫=bu˧˩
寬式,䉐,"官,閩,吳",①用圓圈狀的東西緊緊套住，用竹篾或金属條捆紧；②緊緊套在東西外面的竹篾等材质的圈兒③用竹篾或金屬條束紥圓形木器,柳州=k ̕u˦;廈門=k̕ɔ˥;福州=k̕u˥;漳平=k ̕ç˨˦;寧波=k ̕u˥˧
寬式,簟,"吳,客,徽",①用袼褙製作鞋底；②篾；③晾曬稻穀用的篾製器具，席子,金華=tia;寧波=di˨˩˧;溫州=di˨˦;于都=t ̕ĩ˦˨;績溪=t ̕ẽi˨˩˧
寬式,䉔,"閩,徽",①細竹（木）刺儿；②～窠：荆棘叢,廈門=ʦ ̕uã˥;雷州=ʦ ̕ua˨˦;歙縣=ts ̕a˥，ts ̕ɑ˥
寬式,,"官,客",①將麥穗放在碾子上碾壓使之脫粒；②用碾子將穀物的外皮去掉,牟平=ʦ ̕uan˨˧˩;銀川=tʂ ̕uan˥˧;深州=tʂ ̕ua˧˩
寬式,,平,魚簍：魚～,南寧=neŋ˧
寬式,,客,竹製小物體,梅縣=kak˩
寬式,,"官,吳",一種供擊木遊戲的短木棍兒,洛陽=t ̕æ˥˧;深州=t ̕ai˨˩˧;無錫=t ̕ɛ˥˨
寬式,𤘀,粵,棺材,廣州=sɐu˨
寬式,儱,官,～ ：①老年人步履不穩，動作緩慢；②老年人頭腦遲鈍,南京=loŋ˨˦
寬式,躿,官,瘦躴～：形容身體很瘦,柳州=k ̕ɑŋ˧˩
寬式,䤿,吳,鐮刀,溫州=ʨi
寬式,䥈,平,熬豬食用的大灶,江永=mu˧˥
寬式,𩝡,粵,做菜時放入的澱粉汁,廣州=hin˧
寬式,餺,官,～～：①鍋巴；②圓餅狀的髮髻,銀川=pə˦;柳州=poʔ˥
寬式,餼,粵,喂養（畜、禽類）,東莞=hɐi˧˨;廣州=hei˧
寬式,䭐,"官,平",菜餚的一種加工方法。把肉餡兒塞在豆腐、苦瓜、豇豆等菜裏面，煮（或蒸）熟後食用,柳州=iɑŋ˨˦;南寧=ŋiɐŋ˨
寬式,䑆,吳,①噁心，要嘔吐的感覺；②形容使人厭惡,寧波=ɦiã˨˩˧;無錫=ɦiã˧˩
寬式,鮸,贛,～魚：一種魚,新干=uan˧˩
寬式,颸,吳,颱風,溫州=ʦ ̕ɿ˧
寬式,䜊,湘,埋怨；指責,婁底=ʦɤ˦;長沙=ʦau˩˧;湘潭=ʦ ̕aɯ˩˨;新化=ʣ ̕au˩˧;衡阳=ʦau˩
寬式,謯,官,～啦：①說話快，聲音大；②（狗）連聲叫,銀川=tʂa˦
寬式,謱,湘,～謰：說活含糊不清，啰嗦,長沙=lo˦˩;婁底=lo˦˨;新化=lo˨˩;湘潭=no˦˨
寬式,謶,湘,騙：你莫聽他～,長沙=ʂo˥;婁底=ɕio˧˥;湘潭=ʂo˥;益阳=so˥
寬式,𧫡,粵,口～～：欲言又止，啞口無言,廣州=ʦɐt˨
寬式,謴,"官,吳",①矇騙，哄騙；②污辱；謾駡,柳州=gùn;溫州=kaŋ˦˨
寬式,皽,粵,揭，剝，撕：～開皮,廣州=ʦin˥˧
寬式,癗,吳,皮膚上長的小疙瘩,寧波=lɐɪ˨˩˧;溫州=lai˨˦;無錫=lɛ˧˩，lɐ˧˩
寬式,竵,吳,不正：葛張地圖掛得有點～,無錫=huɑ˦，huɑ˥˧
寬式,䊦,粵,糯米粉做的扁形甜餡餃子，墊以樹葉蒸熟,廣州=it˧，ɛt˧
寬式,纇,閩,指條狀物打成的疙瘩,福州=løy˥
寬式,蹩,"吳,湘",①走，行走；②～噠腳：扭傷了腳,金華=biəʔ˨˩˨;長沙=p ̕ie˦˩
寬式,䒏,平,懵～～：糊糊塗塗,南寧=ɬəŋ˨˩
寬式,爁,"官,閩,吳,徽,贛",①焚燒、延燒，火蔓延；②燒烤、燒灼、燒灸；③把生的食物放在開水中稍燙，去掉一些味兒；④用火燒，夏天夜間點著稻草把來回晃動驅除蚊蟲,南通=lɑ˥;建甌=laŋ˦˨;上海=lᴇ˨˧;湯溪=lɔ˥;無錫=lɛ˧˩;績溪=nɔ˨˩˧;黟縣=loɐ˥˨;新干=lan˧˩
寬式,㵾,"官,閩",凉；凉爽,四川=qiàn;南通=ʦ ̕ɛ̃˨˩˧;雷州=ʦ ̕ieŋ˨˩
寬式,瀆,吳,溝渠水道,金華=doʔ˩˨;溫州=dɤu˨˩˨
寬式,濼,官,水名，在濟南,濟南=luə˨˩
寬式,瀊,吳,①水或液体旋轉地溢出；②迴回旋,上海=bø˨˧;蘇州=bø˩˧;溫州=bø˩;嘉興=bɤə˧˩;無錫=bø˨˦，bø˩˧，bɤ˨˦
寬式,瀌,"官,吳,平",液體迸射飛濺或急速冒出來,柳州=piɑ˦;杭州=piɔ˧;南寧=piu˥˧
寬式,瀉,"贛,吳",①；倒②塞入，插入,黎川=ɕia˦;金華=sia˥;無錫=siɑ˥˨ ，siɑ˦
寬式,懵,粵,（人）不明理，渾,廣州=moŋ˧˥
寬式,懫,粵,（用話）止住，堵住對方嘴,廣州=ʦɐt˥
寬式,懰,粵,～～ ：心中悶悶不樂,廣州=lɐu˥˧
寬式,,"官,吳",衣裳料子不夠了，在衣角上拼一塊縫上,南通=toʔ˦;寧波=toʔ˥;上海=toʔ˥;蘇州=toʔ˥;無錫=toʔ˥
寬式,襛,吳,穿得過多,寧波=noŋ˥˧
寬式,,贛,～底：布做的鞋墊兒,萍乡=t ̕õ˩
寬式,㪬,"閩,吳",①用棍、棒等戳扎；②從高處頭朝下墜落；③舂；搗；④碰撞；推；⑤腿腳不靈便；手腳不靈活；⑥胡亂堆放,福州=toʔ˥;丹陽=ʦɔʔ˥;寧波=ʣoʔ˩˨;上海=zoʔ˩˨
寬式,𣤩,粵,僵硬，疼痛,廣州=ʦ ̕ɛk˧
寬式,繓,客,不單用。～子：褶子,深州=ʦuo˨˩˧
寬式,繑,粵,①纏，繞：～綫；②交叉，挽：～起對手,廣州=k ̕iu˨˧
寬式,繎,官,①纏繞；②糾纏不清；不利索；不乾脆,銀川=ʐan˥˧
寬式,繗,"官,吳",縫，縫合,南通=leŋ˧˥;上海=lin˨˧;溫州=leŋ˩
寬式,繒,晉,綁；紥,太原=ʦəŋ˦˥
寬式,镽,粵,細長：～長,廣州=liu˥˧
寬式,攋,"官,贛,閩,吳,平,粵,客",1 ①帶齒工具用鈍後銼齒使利；②用釘耙等工具將分散的草、葉等聚攏；③（指或爪等）銳物在物體上劃過;（刀或茅草等）割破皮膚；④把東西遺忘在某處，遺落；⑤遺漏，遺棄；⑥在看不見的情況下用手摸索；⑦用手或棍類撥動；挑選或數數；⑧指孩子不老實呆著，不停地動；⑨用手梳理（毛髮）；⑩用手平揪,北京=·la;洛陽=læ˥˧;牟平=lai˨˩˧;黎川=lai˦;南昌=lai˨˩˧;福州=luoʔ˥;寧波=la˨˩˧;上海=lᴀ˨˧;溫州=la˩;無錫=laʔ˨˦，laʔ˧;南寧=lai˨˦;廣州=lai˨;深州=lai˨˩˧
寬式,攋,官,2 撕,柳州=la˧˩
寬式,攋,官,3 差勁；不好,柳州=læ˦
寬式,騲,湘,～豬：未曾產仔豬的母豬,婁底=ʦ ̕ɤ˦˨;新化=ʦ ̕ɔ˨˩
寬式,攉,"官,晉,客,吳",①（用工具）把堆積的東西撩挑，撥開；②緊貼；緊靠；③揚，潑；④不斷地舀；⑤搧耳光；⑥手反向往患處粘貼,哈爾濱=huo˩;銀川=xuə˩˧;萬榮=xuɤ˥˩;南通=xoʔ˦;長治=xuəʔ˥˧;應縣=xuaʔ;交城=xuə˩;梅縣=vok˩;無錫=hoʔ˥，huoʔ˥
寬式,,粵,～～轉：團團轉,廣州=t ̕ɐm˧˩
寬式,𧽸,"湘,粵",一足跳行,婁底=ʨye˩˧;廣州=kɐt˨
寬式,遼,粵,溜走，逃,廣州=liu˥˧
寬式,,"官,吳",①亂跑亂竄，頓踏；②趕,南通=so˨˩˧;杭州=zaʔ˨;上海=zᴀʔ˩˨;蘇州=zaʔ˧;寧波=zæʔ˥
寬式,攎,"官,吳,粵,贛",①摩挲，撫摩；②以手聚物，收集；③混合，拌和；④抱,南通=lu˧˥;萍乡=lu˩˧;杭州=lu˥˧;上海=lu˥˧;蘇州=ləu˥;嘉興=lu˥˩;無錫=ləu˨˦，ləu˦ ，lɤɯ˥˧;廣州=lou˥˧;瀏陽=ləu˧;新干=lu˨˦
寬式,䫦,吳,囟門,溫州=he˦˨
寬式,𧬊,粵,哀求,廣州=ɐi˥˧
寬式,躉,"官,贛,吳",①合頁，起軸的作用；②成批或集聚物；③一併；合在一起；④無動力裝置的矩形平底船,蘭州=tuən˦;柳州=tɐi;牟平=tɑ˨˧˩;黎川=tən˦;上海=tən˧;寧波=təŋ˧˥;蘇州=tən˥˩
寬式,,閩,床、桌、椅等家俱的下部連接兩腳，起支撐作用的橫木,福州=kuaŋ˥;建甌=kuaŋ˦˨
寬式,䡲,官,彎，彎得利害,柳州=sã˧˩
寬式,醭,"官,晉,閩,吳,徽",①酒、醬油、醋等表面因敗壞而生的一層白黴；②酒有點壞，發出的帶酸的味兒；③人多喝了酒發出的酒氣,柳州=p ̕u˧˩;太原=p ̕u˩;福州=p ̕u˧;建甌=p ̕y˨˩;溫州=føy˧˥;寧波=bu˦;無錫=p ̕oʔ˥;績溪=p ̕u˨˩˧
寬式,,"官,贛",①尿碱；②～～：液體附著在容器表面的沉積物,四川=kan˦;南昌=kan˧˥
寬式,䌠,吳,①韌～～：黏韌而不易斷；②指垂死的人一時不死的那一階段,無錫=ʨ ̕iɪ˦，ʨ ̕ie˥˧
寬式,𥌅,粵,睫毛,廣州=iɐp˥
寬式,厴,"官,吳,粵,平,徽",①螺類介殼口圓片狀的軟蓋；②蟹腹下面的薄殼，螃蟹的臍；③衣兜上的蓋兒,南通=ĩ˥;杭州=ʔiɛ̃˥˧;蘇州=iɪ˥˩;溫州=i˧˥;無錫=iɪ˥˨，ie˦;東莞=zɐm˧˥;廣州=im˧˥;南寧=im˧;績溪=iẽi˨˩˧
